sick_cd,sick_nm,sickCd,sickEngNm,sickNm
R69,Unknown and unspecified causes of morbidity,R69,Unknown and unspecified causes of morbidity,미상 및 상세불명의 병인
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,적혈구침강속도의 상승 및 혈장점도의 이상
R71,Abnormality of red blood cells,R71,Abnormality of red blood cells,적혈구의 이상
R72,"Abnormality of white blood cells, NEC",R72,"Abnormality of white blood cells, NEC",달리 분류되지 않은 백혈구의 이상
R73,Elevated blood glucose level,R73,Elevated blood glucose level,혈당치상승
R74,Abnormal serum enzyme levels,R74,Abnormal serum enzyme levels,이상혈청효소수치
R75,Laboratory evidence of human immunodeficiency virus[HIV],R75,Laboratory evidence of human immunodeficiency virus[HIV],사람면역결핍바이러스의 검사실 증거
R76,Other abnormal immunological findings in serum,R76,Other abnormal immunological findings in serum,혈청의 기타 면역학적 이상소견
R77,Other abnormalities of plasma proteins,R77,Other abnormalities of plasma proteins,혈장단백질의 기타 이상
R78,"Findings of drugs and other substances, not normally found in blood",R78,"Findings of drugs and other substances, not normally found in blood",정상적으로는 혈액내에 없는 약물 및 기타 물질의 소견
R79,Other abnormal findings of blood chemistry,R79,Other abnormal findings of blood chemistry,혈액화학의 기타 이상소견
R80,Isolated proteinuria,R80,Isolated proteinuria,고립된 단백뇨
R81,Glycosuria,R81,Glycosuria,당뇨
R82,Other abnormal findings in urine,R82,Other abnormal findings in urine,요의 기타 이상소견
R83,Abnormal findings in cerebrospinal fluid,R83,Abnormal findings in cerebrospinal fluid,뇌척수액의 이상소견
R84,Abnormal findings in specimens from respiratory organs and thorax,R84,Abnormal findings in specimens from respiratory organs and thorax,호흡기관 및 흉부 검사물의 이상소견
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,R85,Abnormal findings in specimens from digestive organs and abdominal cavity,소화기관 및 복강 검사물의 이상소견
R86,Abnormal findings in specimens from male genital organs,R86,Abnormal findings in specimens from male genital organs,남성생식기관 검사물의 이상소견
R87,Abnormal findings in specimens from female genital organs,R87,Abnormal findings in specimens from female genital organs,여성생식기관 검사물의 이상소견
R89,"Abnormal findings in specimens from other organs, systems and tissues",R89,"Abnormal findings in specimens from other organs, systems and tissues","기타 기관, 계통 및 조직 검사물의 이상소견"
R90,Abnormal findings on diagnostic imaging of central nervous system,R90,Abnormal findings on diagnostic imaging of central nervous system,중추신경계통의 진단영상검사상 이상소견
R91,Abnormal findings on diagnostic imaging of lung,R91,Abnormal findings on diagnostic imaging of lung,폐의 진단영상검사상 이상소견
R92,Abnormal findings on diagnostic imaging of breast,R92,Abnormal findings on diagnostic imaging of breast,유방의 진단영상검사상 이상소견
R93,Abnormal findings on diagnostic imaging of other body structures,R93,Abnormal findings on diagnostic imaging of other body structures,기타 신체구조의 진단영상검사상 이상소견
R94,Abnormal results of function studies,R94,Abnormal results of function studies,기능검사의 이상결과
R95,Sudden infant death syndrome,R95,Sudden infant death syndrome,영아돌연사증후군
R96,"Other sudden death, cause unknown",R96,"Other sudden death, cause unknown",원인 미상의 기타 돌연사
R98,Unattended death,R98,Unattended death,지켜본 사람이 없었던 사망
R99,Other ill-defined and unspecified causes of mortality,R99,Other ill-defined and unspecified causes of mortality,기타 불명확하고 상세불명의 사망원인
S00,Superficial injury of head,S00,Superficial injury of head,머리의 표재성 손상
S01,Open wound of head,S01,Open wound of head,머리의 열린상처
S02,Fracture of skull and facial bones,S02,Fracture of skull and facial bones,두개골 및 안면골의 골절
S03,"Dislocation, sprain and strain of joints and ligaments of head",S03,"Dislocation, sprain and strain of joints and ligaments of head","머리의 관절 및 인대의 탈구, 염좌 및 긴장"
S04,Injury of cranial nerves,S04,Injury of cranial nerves,뇌신경의 손상
S05,Injury of eye and orbit,S05,Injury of eye and orbit,눈 및 안와의 손상
S06,Intracranial injury,S06,Intracranial injury,두개내손상
S07,Crushing injury of head,S07,Crushing injury of head,머리의 으깸손상
S08,Traumatic amputation of part of head,S08,Traumatic amputation of part of head,머리 부분의 외상성 절단
S09,Other and unspecified injuries of head,S09,Other and unspecified injuries of head,머리의 기타 및 상세불명의 손상
S10,Superficial injury of neck,S10,Superficial injury of neck,목의 표재성 손상
S11,Open wound of neck,S11,Open wound of neck,목의 열린상처
S12,Fracture of neck,S12,Fracture of neck,목의 골절
S13,"Dislocation, sprain and strain of joints and ligaments at neck level",S13,"Dislocation, sprain and strain of joints and ligaments at neck level","목부위의 관절 및 인대의 탈구, 염좌 및 긴장"
S14,Injury of nerves and spinal cord at neck level,S14,Injury of nerves and spinal cord at neck level,목부위의 신경 및 척수의 손상
S15,Injury of blood vessels at neck level,S15,Injury of blood vessels at neck level,목부위의 혈관의 손상
S16,Injury of muscle and tendon at neck level,S16,Injury of muscle and tendon at neck level,목부위의 근육 및 힘줄의 손상
S17,Crushing injury of neck,S17,Crushing injury of neck,목의 으깸손상
S18,Traumatic amputation at neck level,S18,Traumatic amputation at neck level,목부위의 외상성 절단
S19,Other and unspecified injuries of neck,S19,Other and unspecified injuries of neck,목의 기타 및 상세불명의 손상
S20,Superficial injury of thorax,S20,Superficial injury of thorax,흉부의 표재성 손상
S21,Open wound of thorax,S21,Open wound of thorax,흉부의 열린상처
S22,"Fracture of rib(s), sternum and thoracic spine",S22,"Fracture of rib(s), sternum and thoracic spine","늑골, 흉골 및 흉추의 골절"
S23,"Dislocation, sprain and strain of joints and ligaments of thorax",S23,"Dislocation, sprain and strain of joints and ligaments of thorax","흉곽의 관절 및 인대의 탈구, 염좌 및 긴장"
S24,Injury of nerves and spinal cord at thorax level,S24,Injury of nerves and spinal cord at thorax level,흉부부위의 신경 및 척수의 손상
S25,Injury of blood vessels of thorax,S25,Injury of blood vessels of thorax,흉부 혈관의 손상
S26,Injury of heart,S26,Injury of heart,심장의 손상
S27,Injury of other and unspecified intrathoracic organs,S27,Injury of other and unspecified intrathoracic organs,기타 및 상세불명의 흉곽내기관의 손상
S28,Crushing injury of thorax and traumatic amputation of part of thorax,S28,Crushing injury of thorax and traumatic amputation of part of thorax,흉부의 으깸손상 및 흉부 부분의 외상성 절단
S29,Other and unspecified injuries of thorax,S29,Other and unspecified injuries of thorax,흉부의 기타 및 상세불명의 손상
S30,"Superficial injury of abdomen, lower back and pelvis",S30,"Superficial injury of abdomen, lower back and pelvis","복부, 아래등 및 골반의 표재성 손상"
S31,"Open wound of abdomen, lower back and pelvis",S31,"Open wound of abdomen, lower back and pelvis","복부, 아래등 및 골반의 열린상처"
S32,Fracture of lumbar spine and pelvis,S32,Fracture of lumbar spine and pelvis,요추 및 골반의 골절
S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장"
S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level","복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상"
S35,"Injury of blood vessels at abdomen, lower back and pelvis level",S35,"Injury of blood vessels at abdomen, lower back and pelvis level","복부, 아래등 및 골반 부위의 혈관의 손상"
S36,Injury of intra-abdominal organs,S36,Injury of intra-abdominal organs,복강내기관의 손상
S37,Injury of urinary and pelvic organs,S37,Injury of urinary and pelvic organs,비뇨 및 골반 기관의 손상
S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis",S38,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis","복부, 아래등 및 골반의 으깸손상 및 외상성 절단"
S39,"Other and unspecified injuries of abdomen, lower back and pelvis",S39,"Other and unspecified injuries of abdomen, lower back and pelvis","복부, 아래등 및 골반의 기타 및 상세불명의 손상"
S40,Superficial injury of shoulder and upper arm,S40,Superficial injury of shoulder and upper arm,어깨 및 위팔의 표재성 손상
S41,Open wound of shoulder and upper arm,S41,Open wound of shoulder and upper arm,어깨 및 위팔의 열린상처
S42,Fracture of shoulder and upper arm,S42,Fracture of shoulder and upper arm,어깨 및 위팔의 골절
S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle",S43,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle","견갑대의 관절 및 인대의 탈구, 염좌 및 긴장"
S44,Injury of nerves at shoulder and upper arm level,S44,Injury of nerves at shoulder and upper arm level,어깨 및 위팔 부위의 신경의 손상
S45,Injury of blood vessels at shoulder and upper arm level,S45,Injury of blood vessels at shoulder and upper arm level,어깨 및 위팔 부위의 혈관의 손상
S46,Injury of muscle and tendon at shoulder and upper arm level,S46,Injury of muscle and tendon at shoulder and upper arm level,어깨 및 위팔 부위의 근육 및 힘줄의 손상
S47,Crushing injury of shoulder and upper arm,S47,Crushing injury of shoulder and upper arm,어깨 및 위팔의 으깸손상
S48,Traumatic amputation of shoulder and upper arm,S48,Traumatic amputation of shoulder and upper arm,어깨 및 위팔의 외상성 절단
S49,Other and unspecified injuries of shoulder and upper arm,S49,Other and unspecified injuries of shoulder and upper arm,어깨 및 위팔의 기타 및 상세불명의 손상
S50,Superficial injury of forearm,S50,Superficial injury of forearm,아래팔의 표재성 손상
S51,Open wound of forearm,S51,Open wound of forearm,아래팔의 열린상처
S52,Fracture of forearm,S52,Fracture of forearm,아래팔의 골절
S53,"Dislocation, sprain and strain of joints and ligaments of elbow",S53,"Dislocation, sprain and strain of joints and ligaments of elbow","팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장"
S54,Injury of nerves at forearm level,S54,Injury of nerves at forearm level,아래팔 부위의 신경의 손상
